,제목,장소명,장소설명,주소
120,간 떨어지는 동거,더드림핑 글램핑,"최종회 16회에서 주인공인 신우여(장기용), 이담(혜리), 양혜선(강한나)이 이 곳에서 축하연을 펼친다.",경기도 남양주시 화도읍 북한강로 1630-18
121,간 떨어지는 동거,수원화성박물관,"6화에서 이담(걸스데이 혜리)의 실망스러운 미팅 이후, 신우여(장기용)는 그녀를 응원하기 위해 이 (폐쇄된) 박물관으로 순간이동하여 개인 방문할 수 있도록 해준다.",경기도 수원시 팔달구 창룡대로 21
122,간 떨어지는 동거,떼레노시떼,4회에서는 이담(걸스데이 혜리)과 계선우(배인혁)가 카페를 찾아 과제를 진행하였다.,경기도 용인시 기흥구 기흥단지로 81-2
123,간 떨어지는 동거,운정블라썸꽃집,7회에서 신우여(장기용)와 함께 이 동네를 걷던 중 이담(걸스데이 혜리)은 한 여자를 발견한다. 조선시대 우여의 첫사랑(정소민)과 많이 닮았다. 우여는 처음 그녀를 보고 당황했지만 결국 그녀가 실제 모습이 아님을 정확하게 감지한다.,경기도 파주시 가람로21번길 46 1층
124,간 떨어지는 동거,메이크샵,1화에서 이 건물은 신우여(장기용)가 회의에 참석하기 위해 가는 '해밀 출판사'로 보인다.,경기도 파주시 광인사길 209
125,간 떨어지는 동거,승잠원,12화에서 이담(걸스데이 혜리)과 동료 학생들이 이곳에 사는 역사가와의 1박 여행을 위해 이곳을 찾는다.,경기도 파주시 법원읍 초리골길 77
126,간 떨어지는 동거,앤드테라스 파주점,15회에서 도재진(김도완)과 양혜선(김한나)이 데이트를 하는 모습. 떠날 때 문을 열 때 실수로 손이 닿습니다. 재진은 반사적으로 손을 떼고 혜선은 만지지 않으려고 당황한다.,경기도 파주시 오도로 91
127,간 떨어지는 동거,컴프에비뉴,"이담(걸스데이 혜리), 도재진(김도완), 양혜선(김한나)은 만나서 소개팅 전 담에게 조언을 구하기 위해 이곳에서 술을 마신다. 6 of 내 룸메이트는 구미호/무서운 동거 (간동거) (tvN, 2021).",경기도 파주시 탄현면 얼음실로 197
128,간 떨어지는 동거,파머스테이블,3회에서 계선우(배인혁)가 이담(걸스데이 혜리)을 이곳으로 데려와 식사를 시켰다.,경기도 파주시 탄현면 헤이리마을길 59-77
129,간 떨어지는 동거,헤이리 예술마을,계선우(배인혁)는 4회에서 이담(혜리)이 데이트 과제를 하러 가기를 기다린다. 하지만 실제 담수진이 몸이 좋지 않았던 것처럼 위장한 것이 신우여(장기용)라는 사실을 그는 알지 못한다.,경기도 파주시 탄현면 헤이리마을길 70-21
130,간 떨어지는 동거,아지동 테마파크,6화에서 소개팅을 앞두고 이담(걸스데이 혜리)은 도재진(김도완)을 만난다. 4회에서 계선우(배인혁)는 이 건물(이하 옴프하우스)의 식당 밖에서 담을 기다립니다.,경기도 파주시 탄현면 헤이리마을길 70-21 헤이리예술마을
131,간 떨어지는 동거,퍼스트가든,11화에서 도재진(김도완)과 양혜선(김한나)이 데이트를 하러 왔다.,경기도 파주시 탑삭골길 260
132,간 떨어지는 동거,카페 종이와 나무,이담(걸스데이 혜리)은 몰래 친구 최수경(박경혜)과 도재진(김도완)의 조언을 구하려고 한다.,경기도 파주시 회동길 445-1
133,간 떨어지는 동거,문경새재촬영장 (오픈세트장),신우여(장기용)의 역사시대 전생의 일부 장면이다. ,경상북도 문경시 문경읍 새재로 1037
134,간 떨어지는 동거,영동대로,1화에서 신우여(장기용)가 트레이드타워와 코엑스를 지나 이 길을 드라이브한다.,서울특별시 강남구 삼성동
135,간 떨어지는 동거,호텔 인나인,신우여(장기용)는 1회에서 여기서 혼자 술을 마신다.,서울특별시 강남구 영동대로 618
136,간 떨어지는 동거,북스리브로 구로점,서점에서 책을 찾던 중 의문의 백인 남자(스페셜 게스트)와 우연히 마주쳤다. 고경표에게 조심하라고 경고한다. 바로 그때 신우여(장기용)가 나타나지만 그 남자는 어디에도 보이지 않는다.,서울특별시 구로구 구로중앙로 152
137,간 떨어지는 동거,서울과학기술대학교,1화에서 보듯 이담(혜리)이 대학생으로 다니는 '서과대' 캠퍼스로 등장한다.,서울특별시 노원구 공릉로 232
138,간 떨어지는 동거,오리지널시카고피자 홍대본점,"6회에서 이담(걸스데이 혜리), 최수경(박경혜), 도재진(김도완)이 담의 소개팅에 대한 이야기를 듣기 위해 이 곳에서 식사를 했다.",서울특별시 마포구 독막로7길 51 3층
139,간 떨어지는 동거,가온문화공원,이담은 13회에서 자신과 계선우(백인혁 분)를 묶는 '빨간 실'을 끊으려다 이 공원 주변을 걷는다. 갑자기 그녀는 다른 곳으로 이동하여 산신(고경표)과 마주친다.,서울특별시 마포구 상암동 1594
140,간 떨어지는 동거,성미산로23길,"5회에서 이 거리에서 이담(혜리)과 신우여(장기용)가 포창마차(텐트바)를 발견하고, 우여는 함께 술을 마시며 기세를 올리자고 제안한다.",서울특별시 마포구 성미산로23길
141,간 떨어지는 동거,어울마당로,15화에서 이담(걸스데이 혜리)과 신우여(장기용)는 무엇을 먹을지 고민하며 와우산로 35길 끝자락을 걷는다.,서울특별시 마포구 어울마당로
142,간 떨어지는 동거,콜린,4회에서 이담(걸스데이 혜리)과 최수경(박경혜)은 이 카페에서 만난다.,서울특별시 마포구 어울마당로 45
143,간 떨어지는 동거,목포낙지마을,최종회 16화에서 신우여(장기용)와 이담(걸스데이 혜리)이 문어볶음집(본명 '할머니낙지볶음')에 합류한다.,서울특별시 마포구 월드컵로32길 11
144,간 떨어지는 동거,구룡근린공원,"최종회 16회에서 계서우(김도연)는 이 공원 옆에서 이단(최우성)과 마주치며 금메달 획득을 축하하고, 이날부터 교제를 시작했음을 알려준다.",서울특별시 마포구 월드컵북로 456
145,간 떨어지는 동거,월드컵북로54길,2화에서 신우여(장기용)가 이담(걸스데이 혜리)을 위해 피자를 포장하고 이 길을 걷고 있다.,서울특별시 마포구 월드컵북로54길 25 상암DMC 푸르지오시티
146,간 떨어지는 동거,괴르츠,15회 장기용과 혜리의 야경 데이트 장소,"서울특별시 마포구 토정로 136-13, 7F "
147,간 떨어지는 동거,무대륙,"6회에서 이담(걸즈데이 혜리)과 소개팅을 식사를 마치고 이 카페로 향하는데, 신우여(장기용)도 여기에 있다.",서울특별시 마포구 토정로5길 12
148,간 떨어지는 동거,카페 할아버지공장,"7회에서 걸스데이 이담(걸스데이 혜리)이 신우여(장기용)를 만나자고 하는 '핫플레이스'의 모습이 그려졌다. 그가 카페에서 한 잔 하자고 제안한 후 그날 저녁, 이전에 교제했던 여성과 관련된 미스터리한 살인 사건을 조사하다가 늦게 나타난다.",서울특별시 성동구 성수이로7가길 9
149,간 떨어지는 동거,올드문래,"2회에서 이담(걸스데이 혜리)은 고기를 먹고 싶어서 친구 최수경(박경혜), 도재진(김도완)과 함께 이곳에서 역사학부 모임에 참석하지만 프라이드 치킨(그녀가 먹으면 안되는 음식)을 먹고 있는 자신을 발견합니다.",서울특별시 영등포구 도림로 433-6
150,간 떨어지는 동거,서강대교,신우여(장기용)는 3회에서 자신이 다니던 대학에서 이담(혜리)을 태우고 이 다리를 건넌다.,서울특별시 영등포구 여의도동 서강대교
151,간 떨어지는 동거,원효대교,5회에서 이담(걸스데이 혜리)과 신우여(장기용)는 이 다리 근처에서 한강을 따라 오후를 즐겼다.,서울특별시 영등포구 여의도동 원효대교
152,간 떨어지는 동거,이목구비,"1회에서 이담(걸스데이 혜리), 최수경(박경혜), 도재진(김도완)이 술집에서 만난다. 저녁식사를 같이 하고, 여자친구가 바람을 피웠다는 재진의 이야기를 나눈다.",서울특별시 영등포구 영신로32길 19
153,간 떨어지는 동거,아이파크몰,4화에서 쇼핑몰 옥상이 나온다.,서울특별시 용산구 한강대로23길 55
154,간 떨어지는 동거,카페포엠 북촌점,4회에서 이담(걸스데이 혜리)은 이 카페에서 신우여(장기용)를 발견한다. 3화의 시뮬레이션 데이트 장소이기도 하다. 감정을 참지 못한 담이 다가와 자신의 테이블에 앉아 우여에게 예전처럼 편안하게 소통하고 싶다고 말한다.,서울특별시 종로구 북촌로5길 19-4
155,간 떨어지는 동거,가배도 삼청점,3회에서 이담(걸스데이 혜리)과 신우여(장기용)는 이 카페로 향한다. 계선우(백인혁)가 그 뒤를 이었다. 선우가 담에게 손을 뻗으려 하자 우여는 본능적으로 선우를 끌어당겨 보호한다.,서울특별시 종로구 북촌로5길 56-8 101호
156,간 떨어지는 동거,서울 평창동 맨션 438-14,16회 신우여(장기용 분)와 이담(걸스데이 혜리 분)이 학교를 빼먹고 지하 데이트를 하는 모습이 그려졌다.,서울특별시 종로구 평창길 323
157,간 떨어지는 동거,인천국제공항,6화에서 이담의 어머니(오현경)가 미국에서 입국한 뒤 공항에서 이담(걸스데이 혜리)에게 연락한다.,인천광역시 중구 공항로 272
158,간 떨어지는 동거,메타세쿼이아 가로수길,5회에서 이담(걸스데이 혜리)과 신우여(장기용)가 나무가 늘어선 길을 걷는다.,전라남도 담양군 담양읍 학동리 633
159,간 떨어지는 동거,광한루원,1화에서 학교 프로젝트로 이담( 혜리)과 최수경(박경혜)이 이곳을 찾는다. 그들은 한복을 입고 광한루 바로 앞에 있는 다리에 앉아 사극의 한 장면을 연기하는 시늉을 한다.,전라북도 남원시 요천로 1447
160,간 떨어지는 동거,은행로,1화에서 이담(걸스데이 혜리)은 이 거리 인생사진관 바로 바깥에 위치한 빨간 포르쉐 위에 쓰러져 있는 취한 도재진(김도완)을 발견한다.,전라북도 전주시 완산구 은행로 75-2
161,간 떨어지는 동거,태조로,1회에서 이담(걸스데이 분)과 신우여(장기용 분)가 카페를 나온 뒤 이 거리를 걷는다. .,전라북도 전주시 완산구 태조로 37
162,간 떨어지는 동거,향교길,"1회에서 걸스데이 이담(혜리)이 술에 취한 도재진(김도완)을 업고 이 거리를 걷고 있다. 그녀가 그의 무게로 쓰러지고, 재진은 몸을 일으켜 거리를 뛰쳐나가는데 이담이 뒤를 쫓는다.",전라북도 전주시 완산구 향교길 105
163,간 떨어지는 동거,선샤인스튜디오,신우여(장기용)의 1950년대 전생의 일부 장면을 여기서 볼 수 있다.,충청남도 논산시 연무읍 봉황로 90
164,간택 - 여인들의 전쟁,광한루원,"1화에서 여왕 자리를 노리는 자들이 오작교를 건너고, 왕 이경(김민구 분)이 지망생 중 한 명인 강은기(진세윤 분)와 데이트를 하는 곳이다. 11화에서는 왕과 강은보(진세연)가 이 정원의 봉래섬에서 키스를 나눈다.",전라북도 남원시 요천로 1447
165,갑동이,에버랜드,6화에서 류태오(이준)가 마리아오(김민정)를 데리고 이 놀이공원에 왔다. 그리고 두 사람은 회전목마를 타며 그가 살인자일 수 있는 자신을 얼마나 용감하게 쫓고 있는지 말했고 하무염(윤상현)은 멀리서 상황을 지켜보고 있다.,경기도 용인시 처인구 포곡읍 에버랜드로 199
166,개와 늑대의 시간,기흥주택단지,개와 늑대의 시간에서 이준기의 집이었던 곳,경기도 용인시 기흥구 고매동 261-7
167,개와 늑대의 시간,국립중앙박물관,2화에서 아이들이 견학을 오고 소개한 장소,서울특별시 용산구 서빙고로 137
168,개와 늑대의 시간,CGV 용산아이파크몰,정경호가 잠복근무를 한 영화관 장소,서울특별시 용산구 한강대로23길 55 현대아이파크몰 6층
169,개와 늑대의 시간,국립현대미술관 서울,이준기와 정경호가 같이 구경을 한 미술관,서울특별시 종로구 삼청로 30
170,개와 늑대의 시간,아트선재센터,남상미가 초반에 일 끝나고 나온 갤러리,서울특별시 종로구 율곡로3길 87
171,개와 늑대의 시간,토탈미술관,11회에서 볼 수 있듯이 이 박물관은 서지우(남상미)의 작업장으로 등장한다.,서울특별시 종로구 평창32길 8
172,개와 늑대의 시간,롯데호텔 서울,개와 늑대의 시간에서 주로 촬영한 호텔,서울특별시 중구 을지로 30
173,개와 늑대의 시간,인천항만공사,개와 늑대의 시간에 항만의 모든 촬영지,인천광역시 연수구 센트럴로 263
174,개와 늑대의 시간,스플라스 리솜,이준기가 남상미와 드라마에서 묵었던 숙소,충청남도 예산군 덕산면 온천단지3로 45-7
